Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
male,single,34,high school,104851.0,unemployed / unskilled,small city
male,single,24,high school,55652.0,unemployed / unskilled,small city
female,single,29,high school,81433.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,189482.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,162891.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),44,university,154969.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,university,137230.0,skilled employee / official,big city
male,single,44,high school,154083.0,unemployed / unskilled,small city
female,single,33,high school,98633.0,unemployed / unskilled,small city
female,single,41,high school,138244.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,high school,128662.0,skilled employee / official,small city
male,single,47,high school,166432.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,213435.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),39,high school,130414.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,147113.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,157948.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),38,graduate school,125120.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),55,university,208490.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),55,university,207204.0,skilled employee / official,big city
male,single,28,high school,75125.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),51,graduate school,186019.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),42,graduate school,142310.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),57,university,215221.0,skilled employee / official,big city
male,single,40,high school,132254.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,149212.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),44,university,150703.0,skilled employee / official,small city
male,single,27,high school,68033.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,143305.0,skilled employee / official,big city
female,single,31,high school,90381.0,unemployed / unskilled,small city
male,single,41,high school,140340.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,178340.0,skilled employee / official,small city
female,single,32,high school,96565.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,143040.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),42,university,145510.0,skilled employee / official,big city
male,single,35,other / unknown,109596.0,unemployed / unskilled,small city
male,single,33,other / unknown,101183.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,graduate school,205818.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,197102.0,skilled employee / official,small city
male,single,30,high school,86073.0,unemployed / unskilled,small city
female,single,28,high school,76537.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),48,high school,172071.0,skilled employee / official,big city
male,single,34,high school,102976.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,187280.0,skilled employee / official,small city
